work_id,work_name,work_type,state,district,constituency,lat,lon,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,start_date,end_date,actual_end_date,num_payment_txns,max_single_txn_pct_of_sanctioned,vendor_id,is_fraud_label
WRK00851,Drainage Project - Gwalior Rural,Drainage Project,Madhya Pradesh,Gwalior,Gwalior Rural,23.3616,77.4128,1109123,299463,30,27,2024-08-21,2025-12-06,,8,33.9,VEND086,0
WRK01741,Public Toilet Complex - Mumbai North,Public Toilet Complex,Maharashtra,Mumbai,Mumbai North,18.7353,75.7644,2028330,1582097,82,78,2024-02-19,2025-07-31,,7,13.2,VEND365,0
WRK02805,Community Hall - Silchar West,Community Hall,Assam,Silchar,Silchar West,27.1395,92.0981,1030763,422612,39,41,2024-05-07,2025-10-18,,7,14.2,VEND286,0
WRK02807,School Building - Kolkata Central,School Building,West Bengal,Kolkata,Kolkata Central,22.6877,86.981,3288179,558990,13,17,2022-04-24,2023-03-24,,9,34.2,VEND048,0
WRK02414,Road Construction - Amritsar South,Road Construction,Punjab,Amritsar,Amritsar South,30.9951,75.026,11888666,6776539,54,57,2024-07-10,2025-01-23,,3,30.1,VEND331,0
WRK00857,Drainage Project - Patiala North,Drainage Project,Punjab,Patiala,Patiala North,30.9396,75.9583,5083292,4320798,93,85,2024-03-03,2025-03-23,,5,44.3,VEND113,0
WRK01466,Irrigation Canal - Kota South,Irrigation Canal,Rajasthan,Kota,Kota South,27.3442,73.4732,5089964,3562974,72,70,2023-09-28,2024-12-29,,10,24.9,VEND313,0
WRK03663,School Building - Jalandhar South,School Building,Punjab,Jalandhar,Jalandhar South,30.1019,74.5352,16830573,9761732,56,58,2022-06-12,2022-12-31,,12,24.8,VEND388,0
WRK02954,Road Construction - Hubballi South,Road Construction,Karnataka,Hubballi,Hubballi South,14.9138,75.5849,11240277,2472860,19,22,2022-08-01,2023-09-12,,5,18.3,VEND361,0
WRK00566,Drainage Project - Jabalpur Urban,Drainage Project,Madhya Pradesh,Jabalpur,Jabalpur Urban,22.364,78.032,16099232,9498546,60,59,2022-12-10,2023-06-03,,8,39.1,VEND171,0
WRK03424,Drainage Project - Gurugram East,Drainage Project,Haryana,Gurugram,Gurugram East,29.95,76.365,6408343,6216092,10,97,2022-11-12,2023-03-13,,2,51.1,VEND147,1
WRK00250,Water Supply Scheme - Hyderabad Urban,Water Supply Scheme,Telangana,Hyderabad,Hyderabad Urban,17.8892,79.9522,17971216,17611791,90,98,2023-02-11,2024-05-28,,5,25.1,VEND395,0
WRK02525,Irrigation Canal - Patna Rural,Irrigation Canal,Bihar,Patna,Patna Rural,26.0504,86.2145,16284791,11725049,73,72,2022-05-20,2022-11-10,,6,17.4,VEND317,0
WRK01475,School Building - Rourkela Central,School Building,Odisha,Rourkela,Rourkela Central,19.8879,85.1762,590566,183075,24,31,2022-06-24,2023-10-09,,4,25.4,VEND276,0
WRK03479,Irrigation Canal - Nizamabad North,Irrigation Canal,Telangana,Nizamabad,Nizamabad North,17.7159,80.1574,943573,481222,50,51,2023-03-02,2023-08-27,,11,19.2,VEND237,0
WRK03897,Drainage Project - Guwahati Urban,Drainage Project,Assam,Guwahati,Guwahati Urban,25.2873,93.9422,3429361,2640607,80,77,2022-04-04,2023-02-17,,3,39.8,VEND211,0
WRK03237,Irrigation Canal - Bikaner West,Irrigation Canal,Rajasthan,Bikaner,Bikaner West,25.8693,73.1541,2514778,2263300,89,90,2023-04-12,2024-04-02,,8,43.6,VEND175,0
WRK02830,Water Supply Scheme - Bikaner Rural,Water Supply Scheme,Rajasthan,Bikaner,Bikaner Rural,26.0135,75.067,6555361,6555361,0,100,2022-09-10,2023-10-04,,2,61.1,VEND079,1
WRK02503,Water Supply Scheme - Muzaffarpur East,Water Supply Scheme,Bihar,Muzaffarpur,Muzaffarpur East,25.4859,84.226,556976,89116,22,16,2023-10-16,2024-03-02,,11,33.6,VEND313,0
WRK00318,Streetlight Installation - Rajkot Central,Streetlight Installation,Gujarat,Rajkot,Rajkot Central,22.6454,70.9327,7121728,3347212,42,47,2023-11-09,2025-03-18,,8,43.6,VEND151,0
WRK01201,Community Hall - Panipat Urban,Community Hall,Haryana,Panipat,Panipat Urban,27.9133,77.1074,1778169,1760387,90,99,2024-05-26,2025-01-08,,2,77.9,VEND175,1
WRK01108,Road Construction - Howrah North,Road Construction,West Bengal,Howrah,Howrah North,22.9391,87.9935,4020987,40209,5,1,2023-09-29,2024-11-30,,11,22.2,VEND036,0
WRK02279,Water Supply Scheme - Rourkela West,Water Supply Scheme,Odisha,Rourkela,Rourkela West,20.0458,86.1392,546996,185978,40,34,2024-06-02,2025-01-23,,3,34.2,VEND241,0
WRK03368,Irrigation Canal - Hyderabad Rural,Irrigation Canal,Telangana,Hyderabad,Hyderabad Rural,18.9664,79.7658,10691093,5666279,51,53,2024-07-14,2025-10-25,,8,29.3,VEND210,0
WRK00653,Water Supply Scheme - Ahmedabad Urban,Water Supply Scheme,Gujarat,Ahmedabad,Ahmedabad Urban,21.1584,70.7372,2105671,1852990,22,88,2022-06-21,2023-03-18,,4,42.6,VEND016,1
WRK00071,School Building - Chennai Rural,School Building,Tamil Nadu,Chennai,Chennai Rural,11.4599,79.0847,1870396,18703,6,1,2024-01-30,2024-06-08,,9,25.6,VEND064,0
WRK01668,Anganwadi Centre - Mangaluru Central,Anganwadi Centre,Karnataka,Mangaluru,Mangaluru Central,16.1512,76.0133,883767,653987,81,74,2022-10-04,2023-06-30,,12,42.4,VEND360,0
WRK02659,Streetlight Installation - Thiruvananthapuram Central,Streetlight Installation,Kerala,Thiruvananthapuram,Thiruvananthapuram Central,10.0123,75.6689,14396409,0,1,0,2023-05-07,2023-11-24,,9,30.0,VEND043,0
WRK01175,Anganwadi Centre - Jodhpur Rural,Anganwadi Centre,Rajasthan,Jodhpur,Jodhpur Rural,27.0293,74.6332,10481485,838518,11,8,2022-12-15,2023-12-25,,7,24.0,VEND117,0
WRK01089,Water Supply Scheme - Vadodara East,Water Supply Scheme,Gujarat,Vadodara,Vadodara East,21.2891,71.3029,19022713,18261804,93,96,2023-02-08,2023-11-25,,8,25.7,VEND218,0
WRK02920,Streetlight Installation - Nashik North,Streetlight Installation,Maharashtra,Nashik,Nashik North,19.6729,76.6359,19189130,14775630,74,77,2023-11-30,2025-05-02,,12,35.1,VEND154,0
WRK03944,Public Toilet Complex - Amritsar Rural,Public Toilet Complex,Punjab,Amritsar,Amritsar Rural,30.4554,74.7042,14241122,996878,13,7,2022-05-13,2023-02-03,,10,13.0,VEND197,0
WRK00411,Community Hall - Warangal North,Community Hall,Telangana,Warangal,Warangal North,18.4536,79.4165,15482850,14244222,84,92,2022-07-20,2022-12-03,,12,12.1,VEND061,0
WRK03838,Anganwadi Centre - Jalandhar Central,Anganwadi Centre,Punjab,Jalandhar,Jalandhar Central,31.9515,76.3541,15293847,3823461,33,25,2022-08-15,2023-09-24,,10,38.2,VEND347,0
WRK03200,Drainage Project - Kolkata South,Drainage Project,West Bengal,Kolkata,Kolkata South,22.6442,86.7539,20654244,15284140,78,74,2022-04-05,2022-10-01,,12,44.7,VEND110,0
WRK02387,School Building - Gwalior Rural,School Building,Madhya Pradesh,Gwalior,Gwalior Rural,22.618,78.8166,7875102,5670073,80,72,2022-10-02,2023-03-29,,8,35.8,VEND281,0
WRK01026,School Building - Varanasi West,School Building,Uttar Pradesh,Varanasi,Varanasi West,26.4317,80.6785,822672,658137,83,80,2023-03-14,2024-01-24,,9,15.3,VEND160,0
WRK02092,School Building - Pune East,School Building,Maharashtra,Pune,Pune East,20.6833,76.8577,546102,316739,52,58,2023-12-28,2024-12-08,,11,40.0,VEND139,0
WRK00540,Irrigation Canal - Gorakhpur Rural,Irrigation Canal,Uttar Pradesh,Gorakhpur,Gorakhpur Rural,27.0767,79.9003,22428828,15700179,68,70,2023-06-29,2023-12-09,,9,30.6,VEND252,0
WRK00602,Irrigation Canal - Kozhikode East,Irrigation Canal,Kerala,Kozhikode,Kozhikode East,11.3784,76.272,2027173,1885270,100,93,2022-04-24,2023-06-08,2023-06-01,5,44.2,VEND170,0
WRK01333,Drainage Project - Kochi North,Drainage Project,Kerala,Kochi,Kochi North,10.1736,76.5093,22956269,22956269,10,100,2024-01-14,2024-09-16,,3,75.5,VEND255,1
WRK03014,Public Toilet Complex - Siliguri North,Public Toilet Complex,West Bengal,Siliguri,Siliguri North,24.0148,86.963,2389437,47788,4,2,2024-05-02,2025-09-02,,12,39.6,VEND206,0
WRK03783,Drainage Project - Vadodara North,Drainage Project,Gujarat,Vadodara,Vadodara North,22.5015,70.8233,14667633,11147401,68,76,2023-11-08,2025-01-20,,10,28.5,VEND304,0
WRK01435,Irrigation Canal - Erode South,Irrigation Canal,Tamil Nadu,Erode,Erode South,10.1461,77.4286,2295756,734641,24,32,2024-02-12,2024-12-26,,7,22.0,VEND208,0
WRK02220,Drainage Project - Patiala North,Drainage Project,Punjab,Patiala,Patiala North,32.2693,76.216,467384,266408,52,57,2022-11-28,2023-09-30,,3,21.8,VEND019,0
WRK02466,Anganwadi Centre - Ahmedabad Central,Anganwadi Centre,Gujarat,Ahmedabad,Ahmedabad Central,21.5983,70.4397,5843578,467486,3,8,2023-07-07,2024-10-13,,11,17.8,VEND169,0
WRK03677,Public Toilet Complex - Guwahati South,Public Toilet Complex,Assam,Guwahati,Guwahati South,25.0967,93.6851,531919,414896,84,78,2023-08-05,2024-07-27,,5,37.6,VEND311,0
WRK00838,Community Hall - Nizamabad West,Community Hall,Telangana,Nizamabad,Nizamabad West,18.5552,80.5835,403624,399587,98,99,2022-07-04,2023-03-16,,4,22.4,VEND125,0
WRK03326,Anganwadi Centre - Guwahati West,Anganwadi Centre,Assam,Guwahati,Guwahati West,25.7038,93.9108,2009189,401837,24,20,2023-12-06,2024-07-19,,10,25.2,VEND112,0
WRK03644,Community Hall - Chennai South,Community Hall,Tamil Nadu,Chennai,Chennai South,10.6704,78.7816,5789428,2373665,47,41,2024-03-16,2024-08-01,,3,34.1,VEND387,0
WRK01628,Drainage Project - Ahmedabad South,Drainage Project,Gujarat,Ahmedabad,Ahmedabad South,23.2071,70.6469,8259597,3882010,45,47,2022-10-13,2023-09-15,,11,22.8,VEND158,0
WRK00807,Anganwadi Centre - Gaya Rural,Anganwadi Centre,Bihar,Gaya,Gaya Rural,26.1027,85.192,573038,303710,51,53,2024-04-15,2024-11-09,,11,15.5,VEND119,0
WRK00883,Irrigation Canal - Jabalpur North,Irrigation Canal,Madhya Pradesh,Jabalpur,Jabalpur North,23.3263,78.4633,1059803,434519,45,41,2023-06-30,2023-11-18,,10,40.9,VEND235,0
WRK01485,Road Construction - Salem Urban,Road Construction,Tamil Nadu,Salem,Salem Urban,10.1404,78.0521,1763004,705201,32,40,2022-08-04,2023-06-20,,4,41.2,VEND271,0
WRK03934,Public Toilet Complex - Nagpur Urban,Public Toilet Complex,Maharashtra,Nagpur,Nagpur Urban,19.5816,74.689,8461457,4992259,53,59,2024-07-28,2025-04-22,,12,39.6,VEND027,0
WRK00638,Water Supply Scheme - Thrissur Urban,Water Supply Scheme,Kerala,Thrissur,Thrissur Urban,11.013,75.9008,8071821,7587511,21,94,2024-07-18,2025-12-26,,2,82.8,VEND043,1
WRK00424,Public Toilet Complex - Gwalior West,Public Toilet Complex,Madhya Pradesh,Gwalior,Gwalior West,24.1619,78.3135,15194887,15194887,98,100,2023-01-11,2023-07-25,,4,14.3,VEND251,0
WRK00728,Irrigation Canal - Rourkela Central,Irrigation Canal,Odisha,Rourkela,Rourkela Central,19.8385,84.8665,557509,462732,83,83,2023-04-16,2023-12-13,,6,30.5,VEND045,0
WRK03016,Drainage Project - Tiruchirappalli Urban,Drainage Project,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Urban,11.5273,78.1106,23802352,4998493,28,21,2022-12-11,2024-01-04,,3,11.0,VEND041,0
WRK01997,Community Hall - Jabalpur West,Community Hall,Madhya Pradesh,Jabalpur,Jabalpur West,22.4953,79.7672,4213982,2823367,68,67,2023-11-13,2024-03-20,,8,15.7,VEND361,0
WRK03388,Anganwadi Centre - Patna Central,Anganwadi Centre,Bihar,Patna,Patna Central,26.79,83.9141,13404457,938311,6,7,2024-08-28,2025-10-02,,8,11.1,VEND084,0
WRK00377,Irrigation Canal - Faridabad West,Irrigation Canal,Haryana,Faridabad,Faridabad West,28.7508,76.4691,20771883,16617506,86,80,2023-04-12,2024-09-22,,6,41.2,VEND235,0
WRK00525,Drainage Project - Indore East,Drainage Project,Madhya Pradesh,Indore,Indore East,22.3495,78.63,1641565,1575902,100,96,2023-01-17,2024-04-22,2024-05-22,9,28.2,VEND127,0
WRK03864,Public Toilet Complex - Rourkela North,Public Toilet Complex,Odisha,Rourkela,Rourkela North,20.2879,84.0403,4911292,4911292,100,100,2024-04-14,2024-11-23,2024-12-01,2,47.1,VEND105,1
WRK02487,Drainage Project - Muzaffarpur Central,Drainage Project,Bihar,Muzaffarpur,Muzaffarpur Central,26.1511,85.5473,5243925,3932943,76,75,2023-09-01,2024-10-16,,3,11.1,VEND055,0
WRK02524,Road Construction - Indore Central,Road Construction,Madhya Pradesh,Indore,Indore Central,24.0686,79.1626,564454,564454,99,100,2023-02-04,2024-03-02,,3,16.5,VEND024,0
WRK00151,School Building - Hyderabad Urban,School Building,Telangana,Hyderabad,Hyderabad Urban,17.2372,80.2723,911436,674462,69,74,2023-01-16,2024-03-17,,7,16.6,VEND364,0
WRK03110,Irrigation Canal - Silchar South,Irrigation Canal,Assam,Silchar,Silchar South,26.0876,92.075,555747,516844,98,93,2023-04-08,2023-08-29,,4,14.1,VEND169,0
WRK01581,School Building - Rourkela Urban,School Building,Odisha,Rourkela,Rourkela Urban,21.202,83.9308,1154223,46168,11,4,2023-01-16,2024-06-13,,8,16.2,VEND197,0
WRK01950,Health Sub-Centre - Nizamabad Rural,Health Sub-Centre,Telangana,Nizamabad,Nizamabad Rural,19.0079,78.7548,15395178,2001373,21,13,2024-07-24,2025-09-14,,11,28.3,VEND335,0
WRK01775,School Building - Warangal North,School Building,Telangana,Warangal,Warangal North,17.9278,78.6814,17685741,13264305,80,75,2023-10-08,2024-07-07,,6,44.7,VEND173,0
WRK00627,Irrigation Canal - Nagpur North,Irrigation Canal,Maharashtra,Nagpur,Nagpur North,19.7179,76.1257,5932834,5517535,89,93,2023-02-27,2024-05-15,,5,21.6,VEND326,0
WRK03030,Irrigation Canal - Hyderabad Rural,Irrigation Canal,Telangana,Hyderabad,Hyderabad Rural,17.9797,78.5402,10536121,4530532,49,43,2023-05-24,2023-09-24,,3,19.2,VEND048,0
WRK03003,Health Sub-Centre - Agra South,Health Sub-Centre,Uttar Pradesh,Agra,Agra South,26.792,80.6777,4950454,396036,2,8,2023-06-05,2024-02-24,,11,17.8,VEND371,0
WRK03793,Irrigation Canal - Kota West,Irrigation Canal,Rajasthan,Kota,Kota West,26.5391,73.6687,2653766,2176088,84,82,2023-06-17,2024-02-18,,11,34.9,VEND295,0
WRK01846,Public Toilet Complex - Hyderabad Urban,Public Toilet Complex,Telangana,Hyderabad,Hyderabad Urban,17.1098,78.9413,17125548,4966408,25,29,2024-07-05,2025-01-22,,3,13.5,VEND252,0
WRK03482,Water Supply Scheme - Tirunelveli Rural,Water Supply Scheme,Tamil Nadu,Tirunelveli,Tirunelveli Rural,10.1528,79.0402,1794763,1794763,14,100,2023-05-25,2023-10-08,,2,69.0,VEND271,1
WRK00144,Anganwadi Centre - Howrah Central,Anganwadi Centre,West Bengal,Howrah,Howrah Central,22.7822,88.7851,10094409,7368918,81,73,2023-12-05,2025-01-16,,7,43.2,VEND111,0
WRK00718,Water Supply Scheme - Hyderabad South,Water Supply Scheme,Telangana,Hyderabad,Hyderabad South,17.6485,80.587,1102924,0,1,0,2023-03-19,2024-03-29,,3,33.7,VEND176,0
WRK02575,Public Toilet Complex - Darjeeling Rural,Public Toilet Complex,West Bengal,Darjeeling,Darjeeling Rural,24.0484,88.0122,18784106,9204211,44,49,2022-06-08,2023-08-03,,8,25.4,VEND077,0
WRK03854,School Building - Mangaluru South,School Building,Karnataka,Mangaluru,Mangaluru South,15.9383,75.5892,3331033,1432344,46,43,2023-08-27,2025-01-19,,3,10.2,VEND079,0
WRK02632,School Building - Indore Urban,School Building,Madhya Pradesh,Indore,Indore Urban,24.5478,79.4978,7203156,432189,2,6,2024-01-10,2025-02-20,,5,41.0,VEND007,0
WRK03024,Water Supply Scheme - Thiruvananthapuram Urban,Water Supply Scheme,Kerala,Thiruvananthapuram,Thiruvananthapuram Urban,11.8581,75.4654,2688642,618387,16,23,2022-11-09,2023-12-30,,11,29.4,VEND395,0
WRK00567,Irrigation Canal - Kochi North,Irrigation Canal,Kerala,Kochi,Kochi North,10.725,75.723,4594475,4548530,30,99,2023-12-26,2024-12-04,,2,43.4,VEND032,1
WRK03281,Road Construction - Indore West,Road Construction,Madhya Pradesh,Indore,Indore West,22.5805,78.8227,6748117,3036652,43,45,2024-06-10,2025-03-27,,7,23.3,VEND180,0
WRK01881,Anganwadi Centre - Tirunelveli Central,Anganwadi Centre,Tamil Nadu,Tirunelveli,Tirunelveli Central,11.4498,77.4324,4336881,4293512,92,99,2022-08-10,2023-10-13,,6,44.6,VEND343,0
WRK02489,Water Supply Scheme - Howrah Urban,Water Supply Scheme,West Bengal,Howrah,Howrah Urban,23.7445,88.2417,8545022,7348718,92,86,2023-07-04,2024-09-22,,10,15.5,VEND207,0
WRK01156,Health Sub-Centre - Kalaburagi West,Health Sub-Centre,Karnataka,Kalaburagi,Kalaburagi West,14.8657,75.4972,17940626,13993688,81,78,2023-12-28,2025-01-05,,9,17.1,VEND363,0
WRK03453,Community Hall - Darjeeling South,Community Hall,West Bengal,Darjeeling,Darjeeling South,24.0582,88.6764,2224746,1334847,63,60,2023-05-28,2024-01-31,,4,19.2,VEND300,0
WRK02223,Anganwadi Centre - Solapur South,Anganwadi Centre,Maharashtra,Solapur,Solapur South,18.5286,75.2036,8338430,6087053,73,73,2023-05-26,2024-05-23,,4,31.5,VEND395,0
WRK03606,Road Construction - Thrissur East,Road Construction,Kerala,Thrissur,Thrissur East,9.9523,77.3284,8792848,6330850,72,72,2024-06-21,2025-02-21,,10,23.1,VEND389,0
WRK03343,Community Hall - Panipat North,Community Hall,Haryana,Panipat,Panipat North,29.9883,75.2196,20484177,4916202,23,24,2023-09-23,2024-07-10,,5,40.0,VEND196,0
WRK01432,Public Toilet Complex - Howrah Central,Public Toilet Complex,West Bengal,Howrah,Howrah Central,22.9608,86.7585,9324404,1118928,10,12,2024-06-22,2025-02-23,,5,16.5,VEND292,0
WRK03675,Water Supply Scheme - Nizamabad West,Water Supply Scheme,Telangana,Nizamabad,Nizamabad West,18.551,80.202,1675450,1105797,62,66,2024-02-02,2024-07-14,,4,34.9,VEND392,0
WRK02172,Health Sub-Centre - Vellore Urban,Health Sub-Centre,Tamil Nadu,Vellore,Vellore Urban,12.1422,77.6074,17391699,9043683,50,52,2024-05-09,2025-07-09,,12,31.0,VEND069,0
WRK02187,Streetlight Installation - Kota Rural,Streetlight Installation,Rajasthan,Kota,Kota Rural,27.7581,74.9262,9552485,9265910,100,97,2022-08-17,2023-07-10,2023-06-26,11,19.3,VEND247,0
WRK00880,Public Toilet Complex - Amritsar South,Public Toilet Complex,Punjab,Amritsar,Amritsar South,32.2776,75.9162,1082958,725581,69,67,2024-04-29,2025-08-20,,10,26.8,VEND149,0
WRK01076,Community Hall - Solapur Rural,Community Hall,Maharashtra,Solapur,Solapur Rural,19.5633,75.9811,7144132,6929808,91,97,2022-11-20,2024-03-07,,5,11.4,VEND312,0
WRK02781,Anganwadi Centre - Warangal West,Anganwadi Centre,Telangana,Warangal,Warangal West,16.858,79.7932,598053,562169,93,94,2022-06-18,2023-03-24,,10,25.7,VEND048,0
WRK00625,Community Hall - Jaipur West,Community Hall,Rajasthan,Jaipur,Jaipur West,27.0774,73.404,5667299,453383,8,8,2023-07-14,2024-03-02,,12,22.9,VEND035,0
WRK03913,Streetlight Installation - Hyderabad Central,Streetlight Installation,Telangana,Hyderabad,Hyderabad Central,17.6502,80.5902,7146450,5216908,80,73,2023-12-04,2025-03-26,,9,21.8,VEND218,0
WRK03348,Water Supply Scheme - Bhubaneswar North,Water Supply Scheme,Odisha,Bhubaneswar,Bhubaneswar North,21.8953,85.4187,505915,288371,59,57,2024-04-23,2025-10-08,,9,33.5,VEND114,0
WRK02833,Streetlight Installation - Bikaner South,Streetlight Installation,Rajasthan,Bikaner,Bikaner South,26.6838,73.1093,2415922,893891,35,37,2023-01-01,2024-05-10,,12,26.6,VEND076,0
WRK03967,Streetlight Installation - Ahmedabad Urban,Streetlight Installation,Gujarat,Ahmedabad,Ahmedabad Urban,23.1174,70.7238,19910389,18715765,89,94,2022-12-04,2023-08-19,,3,33.6,VEND055,0
WRK01367,Streetlight Installation - Rajkot West,Streetlight Installation,Gujarat,Rajkot,Rajkot West,21.6209,70.7333,16049470,8827208,59,55,2023-04-16,2023-11-26,,9,43.6,VEND126,0
WRK03329,Road Construction - Cuttack Urban,Road Construction,Odisha,Cuttack,Cuttack Urban,19.7592,85.9809,6639820,5909439,88,89,2022-04-08,2023-05-11,,5,32.9,VEND129,0
WRK02231,Community Hall - Bhagalpur Urban,Community Hall,Bihar,Bhagalpur,Bhagalpur Urban,25.6325,85.9777,1923048,673066,29,35,2024-05-31,2025-11-13,,4,26.0,VEND004,0
WRK00618,Road Construction - Guwahati South,Road Construction,Assam,Guwahati,Guwahati South,25.9221,91.7936,9362039,2153268,22,23,2023-12-13,2024-06-01,,4,28.7,VEND201,0
WRK01325,Water Supply Scheme - Faridabad Rural,Water Supply Scheme,Haryana,Faridabad,Faridabad Rural,29.7406,75.563,4603618,3084424,66,67,2022-12-04,2024-02-03,,10,37.1,VEND222,0
WRK01983,Health Sub-Centre - Solapur Urban,Health Sub-Centre,Maharashtra,Solapur,Solapur Urban,18.9111,76.2799,1168567,1110138,26,95,2022-07-13,2023-06-05,,5,54.7,VEND044,1
WRK00691,Community Hall - Nagpur Urban,Community Hall,Maharashtra,Nagpur,Nagpur Urban,20.2397,76.6064,8839388,8839388,11,100,2022-08-16,2023-10-18,,4,45.1,VEND319,1
WRK03740,Streetlight Installation - Mysuru Central,Streetlight Installation,Karnataka,Mysuru,Mysuru Central,15.9431,76.547,10524263,1157668,10,11,2022-10-15,2023-07-02,,11,21.9,VEND393,0
WRK02289,Anganwadi Centre - Cuttack North,Anganwadi Centre,Odisha,Cuttack,Cuttack North,20.5141,84.5744,9124750,4836117,55,53,2023-01-15,2024-05-03,,6,35.3,VEND176,0
WRK03303,School Building - Cuttack North,School Building,Odisha,Cuttack,Cuttack North,21.5807,85.3838,866947,580854,71,67,2023-03-16,2024-04-04,,4,39.3,VEND240,0
WRK01690,Drainage Project - Howrah North,Drainage Project,West Bengal,Howrah,Howrah North,23.0217,88.8667,20186289,17562071,87,87,2023-04-21,2024-02-27,,11,31.5,VEND221,0
WRK01351,Health Sub-Centre - Jodhpur East,Health Sub-Centre,Rajasthan,Jodhpur,Jodhpur East,26.346,73.3988,2851022,484673,20,17,2022-12-23,2023-12-23,,6,39.9,VEND331,0
WRK03784,Streetlight Installation - Thrissur South,Streetlight Installation,Kerala,Thrissur,Thrissur South,11.4596,76.7756,417465,392417,94,94,2023-04-05,2024-01-03,,5,15.8,VEND221,0
WRK02507,Health Sub-Centre - Faridabad Urban,Health Sub-Centre,Haryana,Faridabad,Faridabad Urban,29.6655,77.0971,11059544,3428458,39,31,2023-11-28,2025-01-13,,11,36.6,VEND096,0
WRK02730,Drainage Project - Darjeeling South,Drainage Project,West Bengal,Darjeeling,Darjeeling South,21.7336,88.4523,4106056,4106056,92,100,2024-05-19,2025-06-26,,2,46.3,VEND144,1
WRK01831,Community Hall - Darjeeling South,Community Hall,West Bengal,Darjeeling,Darjeeling South,22.3488,88.5746,7406189,6221198,84,84,2023-04-07,2024-09-25,,5,25.2,VEND259,0
WRK01687,Irrigation Canal - Ludhiana South,Irrigation Canal,Punjab,Ludhiana,Ludhiana South,31.7972,75.1895,16170718,16170718,98,100,2023-10-03,2025-02-19,,6,24.7,VEND128,0
WRK01693,Health Sub-Centre - Vadodara Urban,Health Sub-Centre,Gujarat,Vadodara,Vadodara Urban,21.0872,70.1444,8520914,8520914,100,100,2022-11-13,2023-06-19,2023-07-12,3,24.9,VEND125,0
WRK00466,Drainage Project - Kanpur Urban,Drainage Project,Uttar Pradesh,Kanpur,Kanpur Urban,25.9006,80.8384,1040752,697303,63,67,2023-01-20,2024-06-05,,5,25.1,VEND106,0
WRK01188,Irrigation Canal - Belagavi Central,Irrigation Canal,Karnataka,Belagavi,Belagavi Central,16.148,75.2876,19524598,19329352,90,99,2023-10-08,2024-05-03,,2,41.9,VEND156,1
WRK01192,Health Sub-Centre - Gurugram Rural,Health Sub-Centre,Haryana,Gurugram,Gurugram Rural,28.4947,76.6797,8526747,2728559,29,32,2022-09-29,2023-08-14,,9,11.6,VEND073,0
WRK00146,Health Sub-Centre - Jabalpur South,Health Sub-Centre,Madhya Pradesh,Jabalpur,Jabalpur South,24.0454,77.559,5960065,4112444,75,69,2023-07-09,2024-09-06,,6,23.2,VEND068,0
WRK02255,Drainage Project - Meerut East,Drainage Project,Uttar Pradesh,Meerut,Meerut East,26.4214,79.9013,7364762,3535085,52,48,2024-03-30,2025-02-17,,6,43.6,VEND119,0
WRK03573,Health Sub-Centre - Kalaburagi North,Health Sub-Centre,Karnataka,Kalaburagi,Kalaburagi North,14.3809,76.2165,16243624,15431442,34,95,2024-03-28,2024-12-29,,2,42.0,VEND114,1
WRK03261,Streetlight Installation - Belagavi Central,Streetlight Installation,Karnataka,Belagavi,Belagavi Central,14.8854,75.0234,13963200,5166384,44,37,2024-05-28,2025-04-13,,10,25.9,VEND385,0
WRK02881,Road Construction - Cuttack Central,Road Construction,Odisha,Cuttack,Cuttack Central,21.9859,83.8597,19198659,17278793,98,90,2022-10-18,2024-02-10,,3,42.0,VEND345,0
WRK00325,Irrigation Canal - Amritsar South,Irrigation Canal,Punjab,Amritsar,Amritsar South,31.5859,75.4432,930584,55835,6,6,2024-04-21,2025-02-11,,4,11.8,VEND238,0
WRK02706,Irrigation Canal - Kozhikode Urban,Irrigation Canal,Kerala,Kozhikode,Kozhikode Urban,11.7465,75.0237,3035729,2428583,74,80,2023-08-02,2024-04-23,,12,31.0,VEND162,0
WRK01763,School Building - Jabalpur East,School Building,Madhya Pradesh,Jabalpur,Jabalpur East,22.2117,79.648,429879,77378,20,18,2023-04-08,2024-02-25,,12,16.4,VEND005,0
WRK00707,Public Toilet Complex - Solapur Urban,Public Toilet Complex,Maharashtra,Solapur,Solapur Urban,20.1985,74.6493,586121,70334,9,12,2022-11-17,2023-06-14,,5,28.0,VEND027,0
WRK00715,Community Hall - Jodhpur North,Community Hall,Rajasthan,Jodhpur,Jodhpur North,28.1547,74.3669,4873991,1023538,17,21,2023-01-17,2023-06-06,,9,36.0,VEND017,0
WRK01835,Road Construction - Madurai East,Road Construction,Tamil Nadu,Madurai,Madurai East,11.8628,78.231,5499451,5499451,97,100,2024-01-22,2024-06-13,,5,38.5,VEND275,0
WRK03841,Public Toilet Complex - Bhagalpur Rural,Public Toilet Complex,Bihar,Bhagalpur,Bhagalpur Rural,25.0688,85.97,2499963,1974970,87,79,2022-11-14,2023-10-20,,12,32.2,VEND108,0
WRK01112,Irrigation Canal - Mysuru Central,Irrigation Canal,Karnataka,Mysuru,Mysuru Central,15.0143,74.631,1751426,210171,15,12,2024-04-11,2025-04-30,,6,14.2,VEND251,0
